Frame,Onset time,Narrative details (external events),Narrative details (internal state),Characters on screen,Music presence,Speech,Character speaking,Indoor/outdoor,Setting,Scene name
10467,418.68,Earn says he does not follow new music and does not know who Paper Boy is.,Earn is disinterested.,"Earn, Swiff",no,"I haven't really been keeping up, man, I don't know who that is.",Earn,indoor,Airport,Earn's Airport Job
10558,422.3200000000001,Swiff tells Earn he needs to get out more and shows him Paper Boy's music video.,Swiff is surprised and makes fun of Earn.,"Earn, Swiff",no,"Man, get out your lil cave, lil boy! Hey, check it out, here, go to video, right here.",Swiff,indoor,Airport,Earn's Airport Job
10646,425.84,Swiff plays a music video on his phone and hands it to Earn to watch,,"Swiff, Earn",yes,Hit the magic city and I bet that paper make her strip,Alfred Paper Boy,indoor,Airport,Earn's Airport Job
10732,429.28,"Earn watches the music video on Swiff's phone. In the video, Alfred Paper Boy throws a brick of cocaine that lands on a woman with dancing women in the background.",,Alfred Paper Boy,yes,"Paper man, paper man, catch me in the paper, man, like Wall Street",Alfred Paper Boy,indoor,Airport,Earn's Airport Job
10836,433.44000000000005,Earn watches Alfred Paper Boy's music video on Swiff's phone. Swiff asks if the cocaine in the video is real or fake.,,Alfred Paper Boy,yes," Journal yeah cause imma get that paper, man. That paper man ""Woo, ayo that's flour, right?""","Alfred Paper Boy, Swiff",indoor,Airport,Earn's Airport Job
10920,436.8,"Earn stares at the music video on Swiff's phone. He recognizes Paper Boy as his cousin, Alfred.",,"Earn, Swiff",yes,That's my cousin.,Earn,indoor,Airport,Earn's Airport Job
10946,437.84,Swiff looks over Earn's shoulder and comments on one of the dancer's in the music video. He looks at Earn and asks if his comment made him feel weird.,"Swiff thinks Earn is talking about one of the dancers being his cousin, not Alfred Paper Boy.","Swiff, Earn",yes,"Damn, she is thick as fuck. Is that weird for you?",Swiff,indoor,Airport,Earn's Airport Job
11071,442.84,"Earn corrects Swiff, and tells him Paper Boy is his cousin",,Earn,yes,"No, Paper Boy. Paper Boy's my cousin.",Earn,indoor,Airport,Earn's Airport Job
11117,444.68,"Swiff says if Paper Boy is Earn's cousin, he needs to get to him before he is signed by a record label.",,Swiff,yes,"If that's your cousin, man, you're gonna wanna get in there before he gets signed, man.",Swiff,indoor,Airport,Earn's Airport Job
11183,447.3200000000001,"Earn looks at Swiff, then back at Alfred Paper Boy's music video.",,"Earn, Swiff",yes,,,indoor,Airport,Earn's Airport Job
11226,449.04,Earn watches Alfred Paper Boy dance and rap in the music video on Swiff's phone. Swiff says Alfred Paper Boy has a seven million dollar offer on the table.,Alfred Paper Boy is becoming successful quickly.,Alfred Paper Boy,yes,They offering that boy seven m's on the table.,Swiff,indoor,Airport,Earn's Airport Job
11304,452.16,Earn asks Swiff if Alfred Paper Boy's seven million dollar offer is real.,,"Earn, Swiff",no,Is that a real offer?,Earn,indoor,Airport,Earn's Airport Job
11333,453.3200000000001,Swiff says the offer is real.,,"Swiff, Earn",no,"That's a real offer, them real m's!",Swiff,indoor,Airport,Earn's Airport Job
11384,455.36,Earn hands the phone back to Swiff and says he will see him later.,"Earn realizes he could make money working with his cousin, Alfred Paper Boy, and leaves to go find him.","Earn, Swiff",no,"Alright, man, I'll catch you later.",Earn,indoor,Airport,Earn's Airport Job
11456,458.24,Swiff asks if Earn is going to talk to Alfred Paper Boy. Earn walks away and does not reply.,,"Swiff, Earn",no,"Where you going? You going to talk to him? Hey, tell him I said what up.",Swiff,indoor,Airport,Earn's Airport Job
11523,460.92,Swiff asks Earn if the dancer in Alfred Paper Boy's music video is actually his cousin.,Swiff is still confused and does not believe Earn.,Swiff,no,Is that really your cousin in the video with the big tits?,Swiff,indoor,Airport,Earn's Airport Job
11590,463.6,Swiff calls after Earn and says he does not know Paper Boy. He laughs.,"Earn realizes he could make money working with his cousin, Alfred Paper Boy, and leaves to go find him. Swiff does not believe Alfred Paper Boy is Earn's cousin.",Swiff,no,You don't know Paper Boy!,Swiff,indoor,Airport,Earn's Airport Job
11653,466.12,BLACK SCREEN 2,,,no,,,,,
11716,468.64,"Earn, wearing street clothes and a backpack, walks up the driveway of a house.",,Earn,no,,,outdoor,Earn's parents' house,Earn Visits his Parents
11797,471.88000000000005,Earn slowly walks up to the side door of a house.,The house belongs to Earn's parents.,Earn,no,,,outdoor,Earn's parents' house,Earn Visits his Parents
11908,476.3200000000001,Earn walks up to the door. Earn's father stands in the doorway and greets him.,Earn is at his parents' house.,"Earn, Dad",no,Son.,Dad,outdoor,Earn's parents' house,Earn Visits his Parents
11989,479.56,Earn greets his father.,Earn is uncomfortable.,"Earn, Dad",no,"Hey, Dad.",Earn,outdoor,Earn's parents' house,Earn Visits his Parents
12019,480.7600000000001,"Earn's father stands in the doorway, looking down at Earn. Earn asks where his mother is.",,"Dad, Earn",no,Where's Mom?,Earn,outdoor,Earn's parents' house,Earn Visits his Parents
12063,482.52,Earn's mother greets him.,,"Dad, Earn",no,"Hey, Earn.",Mom,outdoor,Earn's parents' house,Earn Visits his Parents
12088,483.52,Earn greets his mother.,,"Earn, Dad, Mom",no,"Hey, Mom.",Earn,outdoor,Earn's parents' house,Earn Visits his Parents
12140,485.6,"After a moment, Earn asks how his parents are doing.",Earn's relationship with his parents is strained and awkward.,"Earn, Dad",no,How are you?,Earn,outdoor,Earn's parents' house,Earn Visits his Parents
12197,487.88000000000005,"Earn's father answers, pauses for a moment, and asks how Earn is doing.",Earn's relationship with his parents is strained and awkward.,"Earn, Dad, Mom",no,Good. How are you?,Dad,outdoor,Earn's parents' house,Earn Visits his Parents
12284,491.36,Earn says he is doing well.,Earn's relationship with his parents is strained and awkward.,"Earn, Dad, Mom",no,I'm good!,Earn,outdoor,Earn's parents' house,Earn Visits his Parents
12322,492.88000000000005,Earn's father replies shortly.,Earn's relationship with his parents is strained and awkward.,"Earn, Dad, Mom",no,Good.,Dad,outdoor,Earn's parents' house,Earn Visits his Parents
12370,494.8,"After a long pause, Earn asks if his parents are going to ask him to come inside.",Earn's relationship with his parents is strained and awkward.,"Earn, Dad",no,You gonna invite me in?,Earn,outdoor,Earn's parents' house,Earn Visits his Parents
12452,498.08,Earn's father laughs and says no.,Earn's relationship with his parents is strained and awkward.,"Earn, Dad",no,No.,Dad,outdoor,Earn's parents' house,Earn Visits his Parents
12476,499.04,Earn asks his father why he cannot come inside the house.,Earn's relationship with his parents is strained and awkward. Earn is a little hurt.,"Earn, Dad",no,Why not?,Earn,outdoor,Earn's parents' house,Earn Visits his Parents
12496,499.84,Earn's father smiles and says he cannot afford to let Earn in the house.,Earn's parents think he is there to ask for money.,"Dad, Earn",no,I can't afford it.,Dad,outdoor,Earn's parents' house,Earn Visits his Parents
12528,501.12,Earn asks if his parents think he came to ask for money.,Earn is offended.,"Earn, Dad",no,"Come on, you really think I'm here for money?",Earn,outdoor,Earn's parents' house,Earn Visits his Parents
12565,502.6,Earn's father looks at him and says nothing.,Earn's father thinks Earn came to ask for money.,"Dad, Earn",no,,,outdoor,Earn's parents' house,Earn Visits his Parents
12594,503.7600000000001,Earn's mother answers yes.,Earn's parents are not fond of him.,Mom,no,"We do, yes.",Mom,outdoor,Earn's parents' house,Earn Visits his Parents
12637,505.48,"Earn tells his parents that he is looking for Alfred Paper Boy, and asks if his parents can pick up Lottie.",,"Earn, Dad, Mom",no,"I'm looking for Alfred. Also, could you pick up Lottie from Kaya's?",Earn,outdoor,Earn's parents' house,Earn Visits his Parents
12703,508.12,Earn explains that he has a job interview and Van has a date.,Earn is upset about Van's date.,Earn,no,I'm getting a job and Van's on a date.,Earn,outdoor,Earn's parents' house,Earn Visits his Parents
12755,510.2000000000001,Earn's father asks if Earn really got a Job. His mother congratulates Van on her date.,Earn's father is surprised and skeptical. His mother is more interested in Van's date. Earn's parents are not proud of him.,"Earn, Dad, Mom",no,"You got a job? ""Really? Good for her!""","Dad, Mom",outdoor,Earn's parents' house,Earn Visits his Parents
12798,511.92,"Earn confirms that he got a job, and thanks his mother.",Earn sarcastically thanks his mother.,"Earn, Dad, Mom",no,"Yes, I got a job. And thanks, Mom.",Earn,outdoor,Earn's parents' house,Earn Visits his Parents
12852,514.08,Earn reminds his parents that he is their son and used to live in their house with them.,"Earn is sarcastic, hurt, and offended.",Earn,no,"I'm your son, Earn? I used to live in there with you, remember?",Earn,outdoor,Earn's parents' house,Earn Visits his Parents
12929,517.159999999,Earn's mother glares at him and turns away. Earn's father replies.,Earn's relationship with his parents is strained and awkward. They do not particularly like him.,Mom,no,Used to? There was a,Dad,,,Earn Visits his Parents
12962,518.48,Earn's father chides him for using their bathroom without their permission and not flushing the toilet.,Earn's parents are angry at him.,Dad,no,a turd the size of my arm waiting for me when I got home yesterday. You supposed to be so smart,Dad,outdoor,Earn's parents' house,Earn Visits his Parents
13074,522.96,Earns father continues to berate him for using their bathroom and not flushing the toilet. Earn shakes his head.,Earn's parents are angry at him.,Earn,no,you can't remember to flush?,Dad,outdoor,Earn's parents' house,Earn Visits his Parents
13120,524.7999999990001,Earn denies using the toilet.,Earn is lying.,Earn,no,That wasn't me.,Earn,outdoor,Earn's parents' house,Earn Visits his Parents
13144,525.76,Earn's mother says he used the toilet.,,Earn,no,It was you.,Mom,outdoor,Earn's parents' house,Earn Visits his Parents
13161,526.44,"Earn's mother scolds him and tells him to eat better food, not the junk she found in the toilet.",Earn's parents are not particularly proud of him.,Mom,no,"I checked. You better eat something real, instead of all them candies and cookies and whatever was in there.",Mom,outdoor,Earn's parents' house,Earn Visits his Parents
13328,533.12,Earn asks if his mother knew what he was eating because she investigated the contents of the toilet.,Earn is being sarcastic,Earn,no,Did you break it up with a stick?,Earn,outdoor,Earn's parents' house,Earn Visits his Parents
13360,534.4,"Earn's father tells him where his cousin, Alfred, is. He tells Earn he loves him and shuts the door.",Earn's father dismisses him,Dad,no,"Alfred's at the Glenwood Apartments. Love you, son.",Dad,outdoor,Earn's parents' house,Earn Visits his Parents
13463,538.52,Earn's father shuts the door and Earn turns and walks away.,Earn is surprised and disappointed his parents were so unwelcoming.,Earn,no,,,outdoor,Earn's parents' house,Earn Visits his Parents
13560,542.4,"Earn walks back down the driveway, away from his parents' house. A red car passes him, playing Alfred Paper Boy's song.",,Earn,yes,,,outdoor,Earn's parents' house,Earn Visits his Parents
13722,548.88,The red car turns and pulls into a driveway.,,Earn,yes,,,outdoor,Earn's parents' house,Earn Visits his Parents
13799,551.96,One man sits on a car smoking a blunt. Another man stands next to him drinking alcohol from a bottle in a brown bag. Alfred Paper Boy's song is playing.,,,yes,,,outdoor,outside Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
13863,554.52,Earn walks past the two men on his way to Alfred Paper Boy's apartment.,,Earn,yes,,,outdoor,outside Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
13999,559.96,Alfred Paper Boy sits on the couch playing video games,,Alfred Paper Boy,no,,,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
14066,562.64,"Darius, Alfred Paper Boy's friend, looks through the fridge for something.",,Darius,no,,,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
14179,567.1600000000001,"Darius, wearing an apron and carrying a carton of milk, walks up behind Alfred Paper Boy and asks if the milk is still good",,"Alfred Paper Boy, Darius",no,"Hey, is this milk any good?",Darius,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
14334,573.36,"Without looking up from his video game, Alfred Paper Boy asks what Darius wants to use the milk for.",,"Alfred Paper Boy, Darius",no,Whatchu using it for?,Alfred Paper Boy,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
14369,574.76,Darius says he plans to drink the milk.,,"Darius, Alfred Paper Boy",no,Drinking.,Darius,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
14399,575.96,Alfred Paper Boy tells Darius he should not drink the milk.,,"Alfred Paper Boy, Darius",no,"Yeah nah, man, don't use it to drink.",Alfred Paper Boy,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
14475,579.0,Alfred Paper Boy and Darius hear a knock on the door.  They both look toward the sound.,,"Alfred Paper Boy, Darius",no,,,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
14516,580.64,Alfred Paper Boy looks up from his video game.,,Alfred Paper Boy,no,,,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
14553,582.12,The door opens. Earn is standing outside.,,Earn,no,,,outdoor,outside Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
14568,582.72,"A gun sticks out from the door, pointed directly at Earn's head. Earn comments on their peep hole.",Earn makes a joke.,Earn,no,Your peep hole's for real.,Earn,outdoor,outside Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
14691,587.64,"Alfred Paper Boy looks through the cracked door, recognizes Earn, withdraws gun, and shuts the door to unlock it.",,"Alfred Paper Boy, Earn",no,,,outdoor,outside Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
14772,590.88,"Darius hides behind a wall, wearing an apron and a kitchen towel over his face. He's holding a large kitchen knife and a plate of cookies. Alfred Paper Boy and Earn walk into the room and Alfred Paper Boy points to Darius to introduce him.",Paper Boy Alfred and Darius are concerned about security and ready to fight.,"Darius, Alfred Paper Boy, Earn",no,That's Darius,Alfred Paper Boy,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
14919,596.76,Darius pulls the towel off of his face and offers Earn a cookie.,,"Alfred Paper Boy, Earn, Darius",no,Cookie?,Darius,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
14972,598.88,"Earn takes a cookie, thanks Darius, and follows Alfred Paper Boy into the house.",Earn thinks Darius is strange.,"Earn, Darius, Alfred Paper Boy",no,Thanks,Earn,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
15038,601.52,Earn walks into the room and starts to make small talk.,,"Earn, Alfred Paper Boy, Darius",no,"So, Zoo Tycoon",Earn,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
15120,604.8000000000001,Alfred Paper Boy cuts Earn off and accuses him of wanting to get in on his fame.,Alfred Paper Boy cuts right to the chase.,Alfred Paper Boy,no,You want in on Paper Boy.,Alfred Paper Boy,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
15153,606.12,Earn laughs and denies wanting to get in on Alfred Paper Boy's fame.,Earn feigns surprise at being called out.,"Earn, Darius, Alfred Paper Boy",no,What? No!,Earn,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
15208,608.32,Alfred Paper Boy starts to reply to Earn.,,"Earn, Darius, Alfred Paper Boy",no,"Please, man",Alfred Paper Boy,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
15229,609.1600000000001,Alfred Paper Boy says that people are only nice when they want something.,Alfred Paper Boy does not believe Earn.,Alfred Paper Boy,no,"people ain't just nice, Earn. When's the last time you were nice to a girl you weren't trying to smash?",Alfred Paper Boy,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
15331,613.24,Earn replies that he was nice to a girl this morning.,"Earn is referring to Lottie, his daughter.","Earn, Darius, Alfred Paper Boy",no,This morning.,Earn,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
15352,614.08,Alfred paper Boy replies that talking about his daughter is gross.,,Alfred Paper Boy,no,"You're talking about your daughter, man, that's gross.",Alfred Paper Boy,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
15400,616.0,Earn says it would be gross if he was trying to have sex with his daughter. Darius stands and eats cookies in the background.,Earn tries to make a joke.,"Earn, Darius, Alfred Paper Boy",no,"Nah, it'd be gross if I was trying to smash.",Earn,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
15452,618.08,No one laughs at Earn's joke. Alfred Paper Boy sighs and stands.,,"Earn, Darius, Alfred Paper Boy",no,,,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
15509,620.36,Alfred Paper Boy and Darius sit down on couches. Earn tells Alfred Paper Boy he wants to manage him. Alfred Paper Boy laughs.,,"Earn, Alfred Paper Boy, Darius",no,"I don't want a handout, I want to manage you.",Earn,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
15604,624.1600000000001,Alfred Paper Boy starts rolling weed (marijuana) into a blunt. He asks Earn if he knows where the word manage comes from.,Alfred Paper Boy does not take Earn seriously.,Alfred Paper Boy,no,You know where the word manage come from?,Alfred Paper Boy,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
15658,626.32,Earn sits on the arm of the sofa and correctly responds that manus comes from the Latin word for hand. Darius eats a cookie on the couch behind him.,,"Earn, Darius",no,Manus? Latin word for hand?,Earn,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
15705,628.2,"Alfred Paper Boy continues rolling the blunt (marijuana cigar). He says Earn is probably right, but the point he's trying to make is that you have to be a man to manage, and Earn is not man enough.",,Alfred Paper Boy,no,"Probably, but imma say no for the purpose of my argument. 'Manage' comes from the word 'man,' and, uh, that ain't really your lane.",Alfred Paper Boy,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
15878,635.12,Earn questions what Alfred Paper Boy means about being a man not being his lane.,,"Earn, Darius",no,My lane?,Earn,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
15897,635.88,Alfred Paper Boy says he needs a manager who is like Malcolm.,"Alfred Paper Boy is referring to Malcolm X, and means he wants someone tough and aggressive.","Earn, Darius",no,"Yeah, man, I need Malcolm.",Alfred Paper Boy,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
15923,636.9200000000001,Alfred Paper Boy sits back and rolls the blunt (marijuana cigar) between his fingers. He says Earn is too much like Martin. He then says that they killed Martin.,"Alfred Paper Boy sees Earn as more gentle and reserved, like Martin Luther King Jr. He thinks gentle, reserved people get killed in his line of work.",Alfred Paper Boy,no,"Yeah man, I need Malcolm. You too Martin. You know what they did to Martin? They killed him.",Alfred Paper Boy,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
16000,640.0,"Earn questions Alfred Paper Boy's logic, since both men he referenced were killed. Darius sits on the couch behind him. Darius sits in the background saying a blessing over his plate of cookies.",,"Earn, Darius",no,Didn't they kill Malcolm too?,Earn,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
16031,641.24,"Darius speaks up from the background, claiming that no one knows if Malcolm X is dead because no one has seen his body since his funeral.",,"Earn, Darius",no,"Oh no, no, they say that. But ain't nobody seen the body since the funeral.",Darius,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
16127,645.08,"Earn responds to Darius, turns back to Alfred Paper Boy and tries to convince him he'd make a good manager.",,"Darius, Earn",no,"That's how funerals work. Alfred, you already Malcolm. You have that already. What you really need is a silent",Earn,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
16300,652.0,Earn continues trying to convince Alfred Paper Boy he would be a good manager. Alfred Paper Boy licks the blunt (marijuana cigar) and looks up and Earn.,,Alfred Paper Boy,no,"wild card, somebody who is about the money, the opportunity,",Earn,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
16359,654.36,Earn continues trying to convince Alfred Paper Boy he would make a good manager.,,"Earn, Darius",no,who can play both sides if needed.,Earn,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
16394,655.76,Darius compares Earn to Don Lemon.,,"Darius, Earn",no,"Oh, like Don Lemon.",Darius,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
16422,656.88,Earn realizes Darius actually made a good point and begins to rephrase his argument,"Darius is an odd, but sometimes randomly insightful person","Earn, Darius",no,"Fair point, let me rephrase what I'm trying to say.","Earn, Darius",indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
16514,660.5600000000001,"Darius cuts Earn off, suddenly realizing it is four thirty","Darius realizes they missed four twenty, a ceremonial time of day for them to smoke","Earn, Darius",no,"Oh wait, wait wait. It's four thirty.",Darius,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
16551,662.0400000000001,Alfred Paper Boy looks at his watch and realizes they are late,"Alfred Paper Boy and Darius were trying to be ready to smoke at four twenty, but missed it",Alfred Paper Boy,no,"Oh damn, man, we late.",Alfred Paper Boy,indoor,Alfred Paper Boy's apartment,Earn visits Alfred Paper Boy
16588,663.5200000000001,"Outside, Alfred Paper Boy lights the blunt (marijuana cigar) in his mouth, pulls on it, and sits back.",,Alfred Paper Boy,no,,,outdoor,outdoor couch,The Outdoor Couch
16718,668.72,"Earn, Alfred Paper Boy, and Darius sit on a couch on the grass across from Alfred Paper Boy's apartment, smoking a blunt (marijuana cigar).",,"Earn, Alfred Paper Boy, Darius",no,,,outdoor,outdoor couch,The Outdoor Couch
16814,672.5600000000001,"Earn, Alfred Paper Boy, and Darius sit on the couch in the grass. Alfred Paper Boy offers Earn the blunt (marijuana cigar) and Earn turns it down.",,"Earn, Alfred Paper Boy, Darius",no,No.,Earn,outdoor,outdoor couch,The Outdoor Couch
16841,673.64,"Alfred Paper Boy, still offering the blunt (marijuana cigar) to Earn, asks him when he stopped smoking weed (marijuana).",Alfred Paper Boy is surprised Earn turned down the blunt (marijuana cigar).,"Earn, Alfred Paper Boy, Darius",no,Since when?,Alfred Paper Boy,outdoor,outdoor couch,The Outdoor Couch
16875,675.0,Earn says he doesn't want to smoke marijuana and get high while doing business.,,"Earn, Alfred Paper Boy, Darius",no,We're doing business,Earn,outdoor,outdoor couch,The Outdoor Couch
16906,676.24,The three characters are sitting on the couch in the grass. Alfred Paper Boy retracts his arm with the blunt (marijuana cigar). Darius questions whether Earn can manage a rapper if he won't smoke marijuana while doing business,Darius is surprised and confused,"Earn, Alfred Paper Boy, Darius",no,"Wait, you want to manage a rapper but you can't do business high?",Darius,outdoor,outdoor couch,The Outdoor Couch
16981,679.24,"Alfred Paper Boy takes another pull from the blunt (marijuana cigar). Darius says that VH1 is hiring interns, which sounds like a joke, but he saw it on Twitter this morning.",The double meaning in Darius's comment is that Earn should find a child's or amateur's job if he can't get high and do business.,"Darius, Alfred Paper Boy, Earn",no,"VH1 is hiring interns. And that sounds like a joke, but they actually, they tweeted that this morning.",Darius,outdoor,outdoor couch,The Outdoor Couch
17144,685.76,Earn silently looks at Darius and slowly turns away,,"Earn, Alfred Paper Boy",no,,,outdoor,outdoor couch,The Outdoor Couch
17197,687.88,Alfred Paper Boy takes another hit of the blunt (marijuana cigar) and passes it to Darius. He asks Earn how Princeton is going.,,"Darius, Alfred Paper Boy, Earn",no,"How's Princeton, by the way?",Alfred Paper Boy,outdoor,outdoor couch,The Outdoor Couch
17291,691.64,"Darius takes a hit of the blunt (marijuana cigar). Alfred Paper Boy asks Earn if he's still taking a year off from Princeton, because he has not returned for three years now",Alfred Paper Boy knows Earn is keeping a secret about his time in college and is questioning it,"Darius, Alfred Paper Boy, Earn",no,Still in that year off? Three years is a long year off.,Alfred Paper Boy,outdoor,outdoor couch,The Outdoor Couch
17409,696.36,Earn replies shortly,Earn doesn't answer the implied question.,"Darius, Alfred Paper Boy, Earn",no,I guess.,Earn,outdoor,outdoor couch,The Outdoor Couch
17435,697.4000000000001,Alfred Paper Boy says he knows why Earn has not gone back to college at Princeton,Alfred Paper Boy is digging for information on why Earn left school,Earn,no,I think I know what happened.,Alfred Paper Boy,outdoor,outdoor couch,The Outdoor Couch
17489,699.5600000000001,Earn cuts him off and replies firmly that Alfred Paper Boy does not know what happened,Earn does not want to discuss school and why he left,Earn,no,I really think you don't,Earn,outdoor,outdoor couch,The Outdoor Couch
17544,701.76,Alfred looks away from Earn. Darius holds the blunt (marijuana cigar) up to the light and examines it,Alfred Paper Boy reluctantly drops the subject of Earn's school,"Darius, Alfred Paper Boy, Earn",no,,,outdoor,outdoor couch,The Outdoor Couch
17597,703.88,"Earn turns and sits on the couch in the grass facing Alfred Paper Boy. He asks if there is somewhere they can talk about business without Darius around, because he does not know him",Earn does not trust Darius or take him seriously,"Earn, Alfred Paper Boy",no,"Look, man, is there somewhere we can talk for real? Cause, I'm sorry, who is this dude?",Earn,outdoor,outdoor couch,The Outdoor Couch
17738,709.5200000000001,"Darius and Alfred Paper Boy respond at the same time. Darius reminds Earn who he is, that they met when Earn first came to the house. Alfred Paper Boy refuses to leave and says they will talk right where they are.",Darius is offended and sad Earn does not know who he is.,"Darius, Alfred Paper Boy, Earn",no,"I'm Darius, man! We met over there by the, when you first walked in. ""No I'm fine with talking right here.""","Darius, Alfred Paper Boy",outdoor,outdoor couch,The Outdoor Couch
17819,712.76,Darius reminds Earn who he is,Darius is upset Earn does not know who he is,Earn,no,I gave you a cookie,Darius,outdoor,outdoor couch,The Outdoor Couch
17839,713.5600000000001,Earn says he knows who Darius is and tells Alfred Paper Boy he is not asking for money,,Earn,no,"No, yeah, I remember who you are. Look, I'm not asking for money.",Earn,outdoor,outdoor couch,The Outdoor Couch
17909,716.36,Alfred Paper Boy tells Earn he should be asking him for money,,Alfred paper Boy,no,"You should be, ain't you homeless?",Alfred Paper Boy,outdoor,outdoor couch,The Outdoor Couch
17950,718.0,Earn argues that he is not truly homeless,,Earn,no,Not real homeless. I'm not using a rat as a phone or something.,Earn,outdoor,outdoor couch,The Outdoor Couch
18027,721.08,Alfred Paper Boy takes another hit of the blunt (marijuana cigar). He tells Earn not to be racist and that homelessness is not the same as being crazy,Alfred Paper Boy reminds Earn to not confuse mental illness with homelessness,Alfred Paper Boy,no,"Don't be racist, man. That makes you schizophrenic, that don't make you homeless.",Alfred Paper Boy,outdoor,outdoor couch,The Outdoor Couch
18101,724.0400000000001,"Darius interjects that it would not be crazy to use a rat as a phone if it worked, it would actually be smart. Alfred Paper Boy takes another hit of the blunt (marijuana cigar).",,"Darius, Alfred Paper Boy",no,"Wait, wait, not if it worked, man. Nah, if you could use a rat as a phone, that'd be genius.",Darius,outdoor,outdoor couch,The Outdoor Couch
18217,728.6800000000001,"Earn looks at Darius and narrows his eyes. Darius continues, saying there are far more rats than people in New York",Earn is confused by Darius and thinks he is strange,Earn,no,"I mean it's like five rats for every one person in New York, alone.",Darius,outdoor,outdoor couch,The Outdoor Couch
18294,731.76,Darius continues talking about how using rats as phones could work. Alfred Paper Boy continues smoking.,,"Darius, Alfred Paper Boy, Earn",no,"Everybody would have an affordable phone. Yeah, man, I mean, it'd be messy, but it'd be worth it",Darius,outdoor,outdoor couch,The Outdoor Couch
18469,738.76,Earn asks Alfred Paper Boy if Darius is his manager,Earn is in disbelief about Darius,"Earn, Alfred Paper Boy",no,Is he your manager?,Earn,outdoor,outdoor couch,The Outdoor Couch
18532,741.2800000000001,Alfred Paper Boy laughs leans back on the couch in the grass and says he does not meed a manager; he is just trying to make money. He passes the blunt (marijuana cigar) to Darius.,,"Alfred Paper Boy, Darius",no,"Rappers need managers, I'm just tryna get paid right quick.",Alfred Paper Boy,outdoor,outdoor couch,The Outdoor Couch
18618,744.72,Darius takes the blunt (marijuana cigar) . He agrees that Alfred Paper Boy does not need a manager. They both laugh. Alfred Paper Boy picks up his phone.,,"Darius, Alfred Paper Boy",no,"Yeah, man, rap is D-E-D. Dead.",Darius,outdoor,outdoor couch,The Outdoor Couch
18704,748.1600000000001,"Earn argues that this is not about rap. He says if they manage their money right, they can leave it for their children.",,"Earn, Alfred Paper Boy, Darius",no,"This isn't about rap. If we do this right, your kids can live good. My kids can live good. Darius's kids",Earn,outdoor,outdoor couch,The Outdoor Couch
18811,752.44,Darius cuts Earn off and says he cannot have children,,"Darius, Alfred Paper Boy",no,I can't have kids,Darius,outdoor,outdoor couch,The Outdoor Couch
18842,753.6800000000001,Earn replies that he is sure he will find out why eventually,Earn is taken aback,"Earn, Alfred Paper Boy, Darius",no,I'm sure I'll find out why when the time's right,Earn,outdoor,outdoor couch,The Outdoor Couch
